FFT_analysis (Idc=2e-06) X,FFT_analysis (Idc=2e-06) YRe,FFT_analysis (Idc=2e-06) YReImag
2242500000,1.632174292227352e-08,-3.740209485590116e-09
2243000000,1.617080048906245e-08,-4.266501761647178e-09
2243500000,1.599501000441704e-08,-4.78140177988489e-09
2244000000,6.073803664858511e-08,3.447001554486931e-08
2244500000,1.557279611808695e-08,-5.771437038514938e-09
2245000000,1.532847997914807e-08,-6.243862753091016e-09
2245500000,1.506351010486739e-08,-6.699652483321478e-09
2246000000,1.477918326792774e-08,-7.137701227559214e-09
2246500000,1.447681064789501e-08,-7.557037594677746e-09
2247000000,1.41577542483755e-08,-7.956804755806721e-09
2247500000,1.382339757538538e-08,-8.336193033859657e-09
2248000000,3.92152514936237e-07,3.09139374125742e-07
2248500000,1.311453351714659e-08,-9.031610438407072e-09
2249000000,1.274300809119736e-08,-9.346628183653844e-09
2249500000,1.236191589330443e-08,-9.639358321426801e-09
2250000000,1.197273581598757e-08,-9.909592374010278e-09
2250500000,1.157687701673633e-08,-1.015717732219122e-08
2251000000,1.117573255918478e-08,-1.038205181546957e-08
2251500000,1.077071145133141e-08,-1.058418105473441e-08
2252000000,-2.126596188500776e-07,1.273966858161893e-07
2252500000,9.954312639251779e-09,-1.092070502200637e-08
2253000000,9.545713925033579e-09,-1.105550749031287e-08
2253500000,9.138599750294113e-09,-1.116831777483755e-08
2254000000,8.734267169068411e-09,-1.125956944250859e-08
2254500000,8.333982584925887e-09,-1.132972680019156e-08
2255000000,7.938974846570892e-09,-1.13793390665544e-08
2255500000,7.550478683262047e-09,-1.140906092555773e-08
2256000000,-6.72350263614437e-08,5.195518124007496e-08
2256500000,6.79727027829621e-09,-1.141171310330611e-08
2257000000,6.43462100901379e-09,-1.138636005896396e-08
2257500000,6.082582458786371e-09,-1.134436727961683e-08
2258000000,5.74196161152056e-09,-1.128672637475572e-08
2258500000,5.413532234013249e-09,-1.121444186946717e-08
2259000000,5.097975556603591e-09,-1.112856317635237e-08
2259500000,4.795902982700533e-09,-1.103020105221844e-08
2260000000,-1.873105099049604e-08,1.532655306578742e-09
2260500000,4.234134158055392e-09,-1.08002670409391e-08
2261000000,3.975177793000751e-09,-1.067098415258046e-08
2261500000,3.731276668735937e-09,-1.05336750448234e-08
2262000000,3.502583688919742e-09,-1.038944634771039e-08
2262500000,3.289219331456534e-09,-1.023942440488467e-08
2263000000,3.091218202313478e-09,-1.008472632114953e-08
2263500000,2.908504869334018e-09,-9.926485454230935e-09
2264000000,-1.104432103587631e-07,1.558334956932606e-07
2264500000,2.588516398173514e-09,-9.603527052898441e-09
2265000000,2.450718975160055e-09,-9.440897437715957e-09
2265500000,2.327279519071083e-09,-9.278890264013729e-09
2266000000,2.21776357521e-09,-9.118400179173405e-09
2266500000,2.121691498565424e-09,-8.960301421475954e-09
2267000000,2.038539137435974e-09,-8.805414474999986e-09
2267500000,1.967681426153168e-09,-8.654500776470431e-09
2268000000,3.839614839258388e-07,3.463267783021072e-08
2268500000,1.860531937852747e-09,-8.367264316904259e-09
2269000000,1.822885488607681e-09,-8.232058575203646e-09
2269500000,1.794935694806909e-09,-8.103189663254663e-09
2270000000,1.776017398970897e-09,-7.981050936112633e-09
2270500000,1.765444932119578e-09,-7.866023083974297e-09
2271000000,1.762531140988229e-09,-7.758438457669861e-09
2271500000,1.766561713174284e-09,-7.658549727898889e-09
2272000000,3.210490926671613e-08,-1.121580222161458e-07
2272500000,1.792709911671583e-09,-7.482872823659136e-09
2273000000,1.813493966238689e-09,-7.407312293739356e-09
2273500000,1.83846864649037e-09,-7.340056962703375e-09
2274000000,1.86700514288431e-09,-7.281156569443146e-09
2274500000,1.898451969273741e-09,-7.230593579351307e-09
2275000000,1.932183740798929e-09,-7.188318640771001e-09
2275500000,1.967616140166049e-09,-7.154204608053683e-09
2276000000,4.077082240814591e-08,-2.768405970909875e-08
2276500000,2.041149407209742e-09,-7.110050857562805e-09
2277000000,2.07822878494845e-09,-7.099645743890227e-09
2277500000,2.114821548255338e-09,-7.09667257295286e-09
2278000000,2.150471705734636e-09,-7.100911533880194e-09
2278500000,2.184746524889351e-09,-7.112079283274357e-09
2279000000,2.217247845732951e-09,-7.129876528452524e-09
2279500000,2.247659230357549e-09,-7.154002257132014e-09
2280000000,-1.957542894300942e-08,-1.555766428656919e-07
2280500000,2.300669420717848e-09,-7.219835282026867e-09
2281000000,2.322799569642964e-09,-7.26093145638235e-09
2281500000,2.341749278010328e-09,-7.306997621843783e-09
2282000000,2.357269443037232e-09,-7.357738470164204e-09
2282500000,2.369189735930158e-09,-7.412810999288071e-09
2283000000,2.377362330696667e-09,-7.471863570651313e-09
2283500000,2.381757321371004e-09,-7.53463298661742e-09
2284000000,-3.312828467133973e-08,3.33256849996538e-06
2284500000,2.378541798475196e-09,-7.669861603300473e-09
2285000000,2.370709579893712e-09,-7.741846036303737e-09
2285500000,2.358808150746649e-09,-7.816289383819277e-09
2286000000,2.342724500051411e-09,-7.892930228456099e-09
2286500000,2.322459215122192e-09,-7.971482033487223e-09
2287000000,2.298021984721808e-09,-8.051674844626749e-09
2287500000,2.269427821585924e-09,-8.133298204945703e-09
2288000000,1.655617067244731e-07,1.969462592004925e-08
2288500000,2.200015455657909e-09,-8.299690621743847e-09
2289000000,2.159237752400303e-09,-8.384008817269262e-09
2289500000,2.114555923051989e-09,-8.468850796603155e-09
2290000000,2.066032895666714e-09,-8.553992812557435e-09
2290500000,2.013762772223485e-09,-8.639263821922867e-09
2291000000,1.957848612500026e-09,-8.724504740579896e-09
2291500000,1.898359957623388e-09,-8.809582065727493e-09
2292000000,2.784764190644288e-08,5.465342259686357e-08
2292500000,1.76919555201823e-09,-8.97875832077e-09
2293000000,1.699692503452864e-09,-9.062577313171914e-09
2293500000,1.627029875919866e-09,-9.145807900736556e-09
2294000000,1.551327234784713e-09,-9.228347608305883e-09
2294500000,1.472674727563166e-09,-9.310133078913313e-09
2295000000,1.391168977481676e-09,-9.391104199652086e-09
2295500000,1.306895701964088e-09,-9.471186840921276e-09
2296000000,1.507115015930504e-07,-3.019615846674931e-08
2296500000,1.130384047640919e-09,-9.628799004987431e-09
2297000000,1.038304896279767e-09,-9.706204267677102e-09
2297500000,9.437083843512584e-10,-9.782631509485256e-09
2298000000,8.466934710696414e-10,-9.858102112323611e-09
2298500000,7.472679045287653e-10,-9.932613718725752e-09
2299000000,6.454463417593692e-10,-1.000612973541429e-08
2299500000,5.412703959774503e-10,-1.007856043372526e-08
2300000000,-2.298997477349409e-06,5.944353309153997e-06
2300500000,3.263910829449119e-10,-1.022035825351379e-08
2301000000,2.155866882616088e-10,-1.028991823592005e-08
2301500000,1.024400955420986e-10,-1.035845192884316e-08
2302000000,-1.296983341809028e-11,-1.042592888592741e-08
2302500000,-1.306186387602294e-10,-1.049236730767188e-08
2303000000,-2.505246368841873e-10,-1.05577736407067e-08
2303500000,-3.72674774009639e-10,-1.062213776623141e-08
2304000000,1.09475189721615e-08,5.873998202868569e-09
2304500000,-6.240207468572194e-10,-1.074767689347607e-08
2305000000,-7.532356308230422e-10,-1.080883837912181e-08
2305500000,-8.848396276797342e-10,-1.086882987146909e-08
2306000000,-1.018893732606995e-09,-1.092763808336346e-08
2306500000,-1.155426961716573e-09,-1.098520023820921e-08
2307000000,-1.294472180681369e-09,-1.104145683567061e-08
2307500000,-1.436029778686863e-09,-1.109637006050305e-08
2308000000,-9.03321885752424e-08,1.113221108302765e-08
2308500000,-1.72687348232652e-09,-1.120172775234325e-08
2309000000,-1.876216818753817e-09,-1.1252104503081e-08
2309500000,-2.028132192929258e-09,-1.130084346080875e-08
2310000000,-2.182672366602946e-09,-1.134786710570394e-08
2310500000,-2.339834854808078e-09,-1.139310455618248e-08
2311000000,-2.499622194568889e-09,-1.143648423073846e-08
2311500000,-2.662043797328774e-09,-1.147798558062279e-08
2312000000,5.008806371513726e-09,-2.633322535703145e-08
2312500000,-2.994769607779464e-09,-1.155492791686059e-08
2313000000,-3.165164776894247e-09,-1.159027733480271e-08
2313500000,-3.33824016779883e-09,-1.162350899225056e-08
2314000000,-3.51405823927168e-09,-1.165452498566646e-08
2314500000,-3.692660066630997e-09,-1.168325176736957e-08
2315000000,-3.874082758531814e-09,-1.170959676456612e-08
2315500000,-4.058420116357866e-09,-1.173349898045581e-08
2316000000,-1.329996452584e-06,4.809227895274875e-07
2316500000,-4.435763272344639e-09,-1.177331050222235e-08
2317000000,-4.628921835152239e-09,-1.178895119265078e-08
2317500000,-4.825095108943854e-09,-1.18016414565924e-08
2318000000,-5.024294466680762e-09,-1.18111632110421e-08
2318500000,-5.226507550491035e-09,-1.181737308553651e-08
2319000000,-5.431718723872559e-09,-1.182012586228757e-08
2319500000,-5.639952731528057e-09,-1.181927557114488e-08
2320000000,1.573803180323868e-07,-9.868152621401747e-08
2320500000,-6.065349881333547e-09,-1.18062484470335e-08
2321000000,-6.282487980737351e-09,-1.179363908291764e-08
2321500000,-6.502576269947417e-09,-1.177679809481783e-08
2322000000,-6.725566952929358e-09,-1.175555060299462e-08
2322500000,-6.95144278413018e-09,-1.172972223809363e-08
2323000000,-7.180179132358593e-09,-1.169913035650595e-08
2323500000,-7.411736705570228e-09,-1.166353766634632e-08
2324000000,-3.572632753579665e-08,-1.051326718823037e-07
2324500000,-7.883173085460543e-09,-1.157669436072249e-08
2325000000,-8.12287504327634e-09,-1.152499307427368e-08
2325500000,-8.365188472564836e-09,-1.146743053116351e-08
2326000000,-8.610001428217883e-09,-1.140378963795963e-08
2326500000,-8.857217679364364e-09,-1.13338175071652e-08
2327000000,-9.106724445229996e-09,-1.12572501752168e-08
2327500000,-9.358342374762875e-09,-1.117380282658496e-08
2328000000,4.907209573170523e-08,-6.931187951562248e-08
2328500000,-9.867417341649974e-09,-1.098522618209329e-08
2329000000,-1.01244309904349e-08,-1.087959496200453e-08
2329500000,-1.038279007015133e-08,-1.076597826516123e-08
2330000000,-1.064225592392712e-08,-1.06441395875739e-08
2330500000,-1.09025472181429e-08,-1.051380966246966e-08
2331000000,-1.116336441177016e-08,-1.037471677598633e-08
2331500000,-1.142432053433034e-08,-1.022665685118906e-08
2332000000,-6.48563005324483e-07,-8.188075385501424e-07
2332500000,-1.194538993498291e-08,-9.902419149090131e-09
2333000000,-1.220472749266272e-08,-9.725949335722466e-09
2333500000,-1.246261025606468e-08,-9.539652045637958e-09
2334000000,-1.271867213249238e-08,-9.343359583387605e-09
2334500000,-1.297243067535588e-08,-9.136928592410252e-09
2335000000,-1.322340815671769e-08,-8.920243919190517e-09
2335500000,-1.34711148321497e-08,-8.693268863547019e-09
2336000000,9.761135531702555e-08,1.405522804198706e-07
2336500000,-1.395468129029288e-08,-8.207896219148126e-09
2337000000,-1.41894939702573e-08,-7.949433262964571e-09
2337500000,-1.441884868634857e-08,-7.680526261003173e-09
2338000000,-1.464222828569273e-08,-7.401182609309964e-09
2338500000,-1.485904235820492e-08,-7.111459011896299e-09
2339000000,-1.506867488910834e-08,-6.81145692161643e-09
2339500000,-1.5270543666998e-08,-6.501352358857171e-09
2340000000,2.447721399489877e-08,-3.504232366233909e-08
2340500000,-1.564837422091677e-08,-5.851565600205547e-09
2341000000,-1.582315756522125e-08,-5.512348917788179e-09
2341500000,-1.598769451213646e-08,-5.164065691843989e-09
2342000000,-1.614137756075697e-08,-4.80704817933551e-09
2342500000,-1.628362488018791e-08,-4.441720354616386e-09
2343000000,-1.641386422130131e-08,-4.068539944888501e-09
2343500000,-1.653158207575208e-08,-3.688006025912845e-09
2344000000,4.449533310994969e-08,3.967710861365509e-08
2344500000,-1.672726447696458e-08,-2.907199214899667e-09
2345000000,-1.680430817613627e-08,-2.508085659140421e-09
2345500000,-1.686697262706589e-08,-2.10406481234468e-09
2346000000,-1.691486444925174e-08,-1.695811016295214e-09
2346500000,-1.694766587994876e-08,-1.284033124776279e-09
2347000000,-1.696510107062746e-08,-8.694583719982587e-10
2347500000,-1.696692459092917e-08,-4.52787936740965e-10
2348000000,1.511519696474123e-07,-2.464767487437535e-07
2348500000,-1.692304377739467e-08,3.836691959944076e-10
2349000000,-1.68770140541021e-08,8.019641107245402e-10
2349500000,-1.681480944632312e-08,1.219332430769465e-09
2350000000,-1.67363348818196e-08,1.63495934914878e-09
2350500000,-1.664155655185124e-08,2.048055681661615e-09
2351000000,-1.653046676686079e-08,2.457809426984724e-09
2351500000,-1.640306558924719e-08,2.863419817109484e-09
2352000000,-2.992000127545058e-07,-2.183477960512923e-07
2352500000,-1.609975411923361e-08,3.658591394391195e-09
2353000000,-1.592411610832559e-08,4.046374973476513e-09
2353500000,-1.573281825874803e-08,4.426492578056829e-09
2354000000,-1.552615777542365e-08,4.798003770949061e-09
2354500000,-1.530452292353513e-08,5.160017912464559e-09
2355000000,-1.506836929514465e-08,5.511660601380866e-09
2355500000,-1.481818891184643e-08,5.852073413366866e-09
2356000000,-2.901760917654745e-08,6.852896836255997e-09
2356500000,-1.427827464047158e-08,6.496054093047512e-09
2357000000,-1.398986695651785e-08,6.798037520889839e-09
2357500000,-1.369010940112835e-08,7.085753528717604e-09
2358000000,-1.337984594819647e-08,7.358541126734535e-09
2358500000,-1.305993112799902e-08,7.615810820556943e-09
2359000000,-1.273125916972927e-08,7.857038232736195e-09
2359500000,-1.239474614338916e-08,8.081706775552995e-09
2360000000,-9.872230818759447e-08,4.183072099969572e-08
2360500000,-1.170210959562668e-08,8.479955290892145e-09
2361000000,-1.134803844013647e-08,8.652871040500333e-09
2361500000,-1.099011337549792e-08,8.807990504976382e-09
2362000000,-1.062941416766997e-08,8.945186444179424e-09
2362500000,-1.026699544143776e-08,9.064396576800448e-09
2363000000,-9.903892572301024e-09,9.165637080581931e-09
2363500000,-9.541182719011201e-09,9.248942165402771e-09
2364000000,-2.442926305032243e-07,1.012380914493546e-07
2364500000,-8.820837233881001e-09,9.362536830551284e-09
2365000000,-8.46528482166833e-09,9.393392779485773e-09
2365500000,-8.114051807140012e-09,9.407293511085949e-09
2366000000,-7.768043855077071e-09,9.40468612968574e-09
2366500000,-7.428139782807045e-09,9.385986936839358e-09
2367000000,-7.095179871555497e-09,9.351675260226196e-09
2367500000,-6.770030220464066e-09,9.302266370740109e-09
2368000000,4.345585485743754e-07,-7.621528589227495e-07
2368500000,-6.145954443133627e-09,9.160370772744316e-09
2369000000,-5.848524103387907e-09,9.06916580996476e-09
2369500000,-5.561815558979426e-09,8.965267193044459e-09
2370000000,-5.286426739253045e-09,8.849422966289564e-09
2370500000,-5.022967695543294e-09,8.722366623342231e-09
2371000000,-4.77200576748088e-09,8.584881497692734e-09
2371500000,-4.534071084874273e-09,8.437838720097824e-09
2372000000,-3.31128085396867e-08,-2.252986926447815e-08
2372500000,-4.098961122689669e-09,8.118324766161437e-09
2373000000,-3.902489522711042e-09,7.947678646652467e-09
2373500000,-3.720537720224513e-09,7.771011892194083e-09
2374000000,-3.553274241104942e-09,7.589247470914423e-09
2374500000,-3.400862034500884e-09,7.403317665903905e-09
2375000000,-3.263405126938086e-09,7.214163224961212e-09
2375500000,-3.140920590521041e-09,7.02275886120108e-09
2376000000,-3.958502411490775e-08,-8.413117316878596e-08
2376500000,-2.940802673124849e-09,6.636796068669007e-09
2377000000,-2.862898312542911e-09,6.44405802517151e-09
2377500000,-2.799552992291922e-09,6.252735708339193e-09
2378000000,-2.750512693626434e-09,6.063665744976087e-09
2378500000,-2.715490157426295e-09,5.87770711005682e-09
2379000000,-2.694147173192747e-09,5.695696512278644e-09
2379500000,-2.686053425106048e-09,5.518443096124085e-09
2380000000,-2.814931789816746e-08,-5.85491241262842e-08
2380500000,-2.707908576675195e-09,5.181255767410782e-09
2381000000,-2.736880498679864e-09,5.022694529223593e-09
2381500000,-2.777122916277599e-09,4.871778484524527e-09
2382000000,-2.828050758410059e-09,4.729126476967637e-09
2382500000,-2.889027700609548e-09,4.595314516553807e-09
2383000000,-2.959408144654372e-09,4.470888787054537e-09
2383500000,-3.038505437476806e-09,4.356330056061919e-09
2384000000,7.632446784801818e-07,2.286909942901363e-08
2384500000,-3.219921604299062e-09,4.158845277515345e-09
2385000000,-3.32073763417048e-09,4.076601584999632e-09
2385500000,-3.427244139361328e-09,4.005758157660675e-09
2386000000,-3.538684901785973e-09,3.946602914327378e-09
2386500000,-3.654245606062502e-09,3.899341937122718e-09
2387000000,-3.773116949183295e-09,3.864121892715635e-09
2387500000,-3.894521002007302e-09,3.841002798577255e-09
2388000000,2.828255082666236e-09,9.536937949341764e-08
2388500000,-4.141628371927032e-09,3.831394702617391e-09
2389000000,-4.265823561883569e-09,3.844851738209845e-09
2389500000,-4.389390762296318e-09,3.870318882167922e-09
2390000000,-4.511590112083596e-09,3.907713657603752e-09
2390500000,-4.631671146541377e-09,3.95685692499417e-09
2391000000,-4.748905923958739e-09,4.017532111028353e-09
2391500000,-4.862630733616812e-09,4.089483731461017e-09
2392000000,4.628125714887914e-08,-1.554726624014256e-10
2392500000,-5.076598109194745e-09,4.266026169538826e-09
2393000000,-5.175554466637069e-09,4.369960616484076e-09
2393500000,-5.26836812230408e-09,4.483757567349642e-09
2394000000,-5.354424769635847e-09,4.607019683613108e-09
2394500000,-5.43316039187325e-09,4.739276753122115e-09
2395000000,-5.504048868776037e-09,4.880016767861241e-09
2395500000,-5.566649704235216e-09,5.028758520652618e-09
2396000000,1.194467568548887e-08,9.637407302625438e-08
2396500000,-5.665011241651226e-09,5.347987272189228e-09
2397000000,-5.699895059814474e-09,5.517377095365665e-09
2397500000,-5.724827637510464e-09,5.69246205377058e-09
2398000000,-5.739436359607095e-09,5.872648702599143e-09
2398500000,-5.743400714496455e-09,6.057295703926986e-09
2399000000,-5.73644781415152e-09,6.245710894565527e-09
2399500000,-5.718366354608427e-09,6.437189518734854e-09
2400000000,2.776807733765015e-06,-7.354874666962023e-06
2400500000,-5.648773583856832e-09,6.826762398984681e-09
2401000000,-5.596713819158841e-09,7.02370374437176e-09
2401500000,-5.532988086027892e-09,7.221066700832276e-09
2402000000,-5.457653153886292e-09,7.418083633777617e-09
2402500000,-5.370760589514298e-09,7.61411050320535e-09
2403000000,-5.27236569864362e-09,7.808483701542726e-09
2403500000,-5.162492460399449e-09,8.000549580744136e-09
2404000000,-2.622330626877121e-07,6.403562441819233e-08
2404500000,-4.909121666133062e-09,8.374961527714162e-09
2405000000,-4.765935770630925e-09,8.555938297218704e-09
2405500000,-4.612030069628758e-09,8.731976321016931e-09
2406000000,-4.447701900948309e-09,8.902379082732275e-09
2406500000,-4.273279344935711e-09,9.066535702482687e-09
2407000000,-4.089114642435221e-09,9.223855326139745e-09
2407500000,-3.895566103351017e-09,9.373728305413673e-09
2408000000,-2.319113802206318e-09,3.252027446726167e-08
2408500000,-3.482156679662444e-09,9.649050115288717e-09
2409000000,-3.263263636407353e-09,9.773422741648052e-09
2409500000,-3.036858304394654e-09,9.888297502458761e-09
2410000000,-2.803523819784103e-09,9.993213508759648e-09
2410500000,-2.563839499155572e-09,1.008775194401956e-08
2411000000,-2.318405425351445e-09,1.01715348488711e-08
2411500000,-2.067867967244803e-09,1.024416998908258e-08
2412000000,-1.808730005666083e-07,9.521744960874335e-08
2412500000,-1.554041968455363e-09,1.035499894110804e-08
2413000000,-1.292198497702565e-09,1.039271859488186e-08
2413500000,-1.027954515265573e-09,1.041834685801437e-08
2414000000,-7.620340396094983e-10,1.043180285088807e-08
2414500000,-4.951370757268228e-10,1.043300635356115e-08
2415000000,-2.279565311384058e-10,1.042190987919204e-08
2415500000,3.874936632386251e-11,1.039851330224335e-08
2416000000,4.470784044318161e-07,1.170797949203766e-06
2416500000,5.681255169937598e-10,1.031486649366986e-08
2417000000,8.293710100934922e-10,1.025493577610563e-08
2417500000,1.087344732628673e-09,1.018304715298482e-08
2418000000,1.341397454051119e-09,1.009940892007469e-08
2418500000,1.590817912072427e-09,1.000424526103368e-08
2419000000,1.834922378025064e-09,9.897838287179055e-09
2419500000,2.073009926446186e-09,9.78055709030696e-09
2420000000,-8.856864224507076e-08,-1.677024637715488e-07
2420500000,2.528688994412074e-09,9.514736985023761e-09
2421000000,2.745082179509969e-09,9.367136586867867e-09
2421500000,2.952992834430253e-09,9.210395686565531e-09
2422000000,3.151935286471102e-09,9.045062659076817e-09
2422500000,3.341401023298394e-09,8.871709704331741e-09
2423000000,3.520918611535305e-09,8.690947792289358e-09
2423500000,3.690067742750803e-09,8.503463306544329e-09
2424000000,3.535126452549663e-08,6.854620342273244e-09
2424500000,3.995711028137988e-09,8.110892568575583e-09
2425000000,4.131632576214912e-09,7.907262031764741e-09
2425500000,4.255912296321584e-09,7.699780676512437e-09
2426000000,4.368385595534395e-09,7.489178109841164e-09
2426500000,4.468911693181138e-09,7.276242808246151e-09
2427000000,4.557403290135287e-09,7.061765916886942e-09
2427500000,4.633869118601127e-09,6.846572856839494e-09
2428000000,-5.159977871713861e-08,-4.201474834265338e-08
2428500000,4.750706257746828e-09,6.417186696019288e-09
2429000000,4.79136130869425e-09,6.20458185634904e-09
2429500000,4.820447227118722e-09,5.994493711635251e-09
2430000000,4.838222219486549e-09,5.787656966139125e-09
2430500000,4.845007310536008e-09,5.584836783651954e-09
2431000000,4.84118638092763e-09,5.386773290899077e-09
2431500000,4.827232849526847e-09,5.194154486175208e-09
2432000000,2.116702195037915e-07,-3.946757428242053e-08
2432500000,4.770783300525499e-09,4.827896010930436e-09
2433000000,4.729370634800241e-09,4.655470613161045e-09
2433500000,4.680052035984899e-09,4.490976459656996e-09
2434000000,4.623480015892121e-09,4.334887863994874e-09
2434500000,4.560361386922579e-09,4.187655490285298e-09
2435000000,4.49144376803271e-09,4.049688204149485e-09
2435500000,4.417527295559761e-09,3.921288490690685e-09
2436000000,9.245149560882521e-08,1.433485454073212e-07
2436500000,4.257918435300028e-09,3.694326781824769e-09
2437000000,4.173803509549468e-09,3.596080532347385e-09
2437500000,4.087994805384014e-09,3.508113790663984e-09
2438000000,4.001322010865237e-09,3.430455098169029e-09
2438500000,3.914635150905205e-09,3.363034253766207e-09
2439000000,3.828763141829706e-09,3.305727474621822e-09
2439500000,3.744493106525965e-09,3.258344733139907e-09
2440000000,4.157995095992845e-08,7.49095271642263e-08
2440500000,3.584177000473608e-09,3.192354880311153e-09
2441000000,3.509644651312405e-09,3.173101236045827e-09
2441500000,3.439840240984138e-09,3.162403692798663e-09
2442000000,3.375491021485383e-09,3.159808547868265e-09
2442500000,3.317269774093544e-09,3.164757314446963e-09
2443000000,3.265799737539947e-09,3.176632437395861e-09
2443500000,3.221609457189601e-09,3.194803092642131e-09
2444000000,4.190083550686635e-08,1.892421763276364e-08
2444500000,3.157233064863256e-09,3.247060753426632e-09
2445000000,3.137908009365983e-09,3.279694284815912e-09
2445500000,3.127568797959971e-09,3.315568889858515e-09
2446000000,3.126532031004781e-09,3.353860207787975e-09
2446500000,3.134997629884039e-09,3.393697962684463e-09
2447000000,3.153087357232904e-09,3.43419305386658e-09
2447500000,3.180851058935883e-09,3.474517708945753e-09
2448000000,4.137700509989622e-07,2.289177457330926e-07
2448500000,3.265290202490973e-09,3.550827203910061e-09
2449000000,3.32179635758587e-09,3.585051335379213e-09
2449500000,3.387448718061905e-09,3.615530912079772e-09
2450000000,3.461988751575427e-09,3.641375910736287e-09
2450500000,3.545034544703063e-09,3.661755775640705e-09
2451000000,3.636130553166783e-09,3.675858911393644e-09
2451500000,3.734792339878513e-09,3.682961623333243e-09
2452000000,-2.284265396476808e-07,1.491546326213451e-07
2452500000,3.952277738020434e-09,3.673212789843818e-09
2453000000,4.069870100645809e-09,3.655018523615212e-09
2453500000,4.19238196561227e-09,3.627220346801352e-09
2454000000,4.319018781898284e-09,3.589249510940671e-09
2454500000,4.448940967767561e-09,3.540650881602446e-09
2455000000,4.581265975625166e-09,3.481033002845063e-09
2455500000,4.715115993066116e-09,3.410056851627289e-09
2456000000,-6.372907552814985e-08,4.04446741186763e-08
2456500000,4.983399634773287e-09,3.233167168035283e-09
2457000000,5.115851176603739e-09,3.126930464563268e-09
2457500000,5.245886340827228e-09,3.008850794338954e-09
2458000000,5.372468570144716e-09,2.878989872619326e-09
2458500000,5.494605291742963e-09,2.73751522278026e-09
2459000000,5.611304854470126e-09,2.58467592534605e-09
2459500000,5.721608979303838e-09,2.420775214166639e-09
2460000000,6.064099064464219e-09,3.048190440436193e-08
2460500000,5.919291855405274e-09,2.06167989827864e-09
2461000000,6.004852285984547e-09,1.86748561195039e-09
2461500000,6.080502898417192e-09,1.664334108400424e-09
2462000000,6.145450385046167e-09,1.452938389832925e-09
2462500000,6.198995046329215e-09,1.234043267236255e-09
2463000000,6.24048452183224e-09,1.008439770700706e-09
2463500000,6.269280953276308e-09,7.769627041369509e-10
2464000000,-1.90094693294163e-08,2.861451645490016e-07
2464500000,6.286908646527208e-09,3.000816809800925e-10
2465000000,6.274827013028905e-09,5.658871070290453e-11
2465500000,6.248303923678292e-09,-1.889863121604953e-10
2466000000,6.207087396198574e-09,-4.35552619806701e-10
2466500000,6.150995401713808e-09,-6.820358424559021e-10
2467000000,6.079934128699347e-09,-9.273430600514149e-10
2467500000,5.99383843751188e-09,-1.170359699157174e-09
2468000000,3.762180139426165e-07,-4.531026119625607e-08
2468500000,5.777103967550647e-09,-1.645008156281615e-09
2469000000,5.646876491421111e-09,-1.874322827835266e-09
2469500000,5.502495715258014e-09,-2.096881178862858e-09
2470000000,5.344437426134494e-09,-2.311576850928571e-09
2470500000,5.173245061159459e-09,-2.517383348318965e-09
2471000000,4.989543440342828e-09,-2.713323476252989e-09
2471500000,4.794010028140638e-09,-2.898441318983224e-09
2472000000,4.774651171925811e-08,-8.721932291001694e-08
2472500000,4.370605455228179e-09,-3.232883932998749e-09
2473000000,4.144523835218176e-09,-3.380587621070744e-09
2473500000,3.910058086188979e-09,-3.514348026527776e-09
2474000000,3.668239148604255e-09,-3.633570168163435e-09
2474500000,3.420115574853022e-09,-3.737716774524056e-09
2475000000,3.166775668367777e-09,-3.826343284608846e-09
2475500000,2.909363607462175e-09,-3.899046319909325e-09
2476000000,2.7142142916276e-08,-1.679738127147955e-08
2476500000,2.386826427748817e-09,-3.99573568532918e-09
2477000000,2.124154971576145e-09,-4.019428163304965e-09
2477500000,1.8621378877225e-09,-4.026589065483512e-09
2478000000,1.601990628825539e-09,-4.017335829106181e-09
2478500000,1.344923735690496e-09,-3.991849037058213e-09
2479000000,1.092119645702236e-09,-3.950414524153712e-09
2479500000,8.447839157651402e-10,-3.893418801876603e-09
2480000000,3.149375235422823e-09,-1.901436401106687e-07
2480500000,3.707317212970347e-10,-3.734593015815651e-09
2481000000,1.462079254509117e-10,-3.634040519024549e-09
2481500000,-6.860286238354107e-11,-3.520285356039339e-09
2482000000,-2.728340317883692e-10,-3.394159107255043e-09
2482500000,-4.656253028636748e-10,-3.256511511929501e-09
2483000000,-6.461913485653713e-10,-3.108255004370979e-09
2483500000,-8.137547855506447e-10,-2.950444594325169e-09
2484000000,1.419584118952933e-07,3.302131564678317e-06
2484500000,-1.107792448187401e-09,-2.610060262407877e-09
2485000000,-1.233328478806058e-09,-2.429765332691191e-09
2485500000,-1.343885966216482e-09,-2.244213945082265e-09
2486000000,-1.439287657740277e-09,-2.054572049398422e-09
2486500000,-1.519339302733375e-09,-1.861991365244837e-09
2487000000,-1.583939942072802e-09,-1.667643738948476e-09
2487500000,-1.633105535492543e-09,-1.472746793158174e-09
2488000000,1.670840812980874e-07,-9.683552330484025e-09
2488500000,-1.68542158879802e-09,-1.08576439223896e-09
2489000000,-1.689053554768695e-09,-8.959479691434899e-10
2489500000,-1.678045961210886e-09,-7.101448950394393e-10
2490000000,-1.652834438866882e-09,-5.293975080785795e-10
2490500000,-1.613910666437602e-09,-3.547549843637778e-10
